WEB_TEXT,TITLE,DESCRIPTION,KEYWORDS,TARGET
"Toggle navigation Welcome... To La China Poblana! Featuring... Sizzling Fajitas! Delicious Appetizers Gourmet Pizzas! Mexican Salads And Much More! Stop by today for a visit or place an Order Online - it's Fast & Easy Welcome to La China Poblana! Order Online We'll save your favorites and you can order with just a few clicks!! Download Our App Save it to your home screen for easy access to our web site. Catering Let us cater your next event, we will make you look good! Powered by Copyright 2015 - Address: Phone: Email:",,,,restaurant
,,"Restaurant in Discovery Bay, CA",,restaurant
,,Yoshinoya,"Yoshinoya, japanese, restaurant, tokyo, beefbowl,chickenbowl,combobowl, california, los angeles",restaurant
,,"Spartanburg's Best choice for delicious tacos, burritos, hot dogs, corn dogs, and other southwestern fare.",,restaurant
,,"Cactus Blue Mexican Restaurant serves fun, fresh, festive food. We're conveniently located where Schoenersville Road and Route 22 meet. Call for directions at (610) 814-3000 – we’re happy to help you find your way!",,restaurant
,,"Surf City Squeeze Juice bar, With fresh flavors from real fruit, our smoothies promote overall well-being to keep customers motivated to ride waves, hit the gym or simply take on their day-to-day routines","Surf City Squeeze, fruit smoothies, smoothy, juice bar, smoothie, smoothies",restaurant
,wiseguyspiz11964317-157824-sml-3,"A place for tasty food. Come experience greatness. Contact us. Food, bar, drinks, friends, socialize, catering, services, personal. Call 651-300-6678.",,restaurant
"Home of the DC area's best burgers, sandwiches, fries and milkshakes. Check out our locations SKT Fundraiser Lite",,,,restaurant
,Urban Table Cafe | Catering & Casual Dining in Belmont Shore,Catering & Casual Dining in Belmont Shore,,restaurant
,Sandwich Shop - Corner Sandwich Shop,cuban mix cafe con leche sandwiches cubanos latin food cuban food beverages coid sodas cafe cubano breakfast burritos Panini sandwiches corner sandwich shop best Cuban coffee,,restaurant
,JT Walker's Restaurant,"JT Walker's Restaurant & Brewery specializes in upscale bar food and craft beer in Mahomet, Illinois.","beer, brewery, private events, catering, full bar, restaurant, patio",restaurant
,"Odd Moe's Pizza & Beer Delivery in Salem, McMinville & Tanasbourne OR","Odd Moe's Pizza is your go to restaurant for pizza, beer, wings, and more! Pick up or delivery in Salem, McMinville & Tanasbourne, OR. We deliver beer.",,restaurant
,,George's Gyros - George's Gourmet Grill - Lincoln Nebraska - King of the Gyros,"George's Gyros, George's Greek Gyros, George's Gyro, Gyro's, George's Gourmet Grill, baklava, Halal, Aribic, Greek Food, Gyro Sandwiches, King of Gyros, Gourmet Grill, Gryos, zplate, z-plate, Traditional Gyro, Lamb, Dining, Gyro Delivery, Greek Delivery, Georges Gourmet Gyros, Lincoln Nebraska Gyro, Nebraska Gyro, Kronos, Catering, Carry-Out, Delivery, Lincoln Nebraska, NE, Nebraska, 402-476-7147, George's Gyros, take-out, omaha, home delivery, office delivery, meeting caterer",restaurant
"Breakfast Favorites Berry Smoothies Mexican Classics Sandwiches & Sides Soups & Salads Welcome! Packaged Liquor Did you know City Dog Cantina sells packaged liquor to go? T-Shirts Show your support for City Dog Cantina. Gift Cards Buy a gift cards for family and friends. Hours Monday - Tuesday 4:00pm - 12:00am Wednesday - Thursday 11:00am - 12:00am 11:00am - 3:00am Saturday 10:00am - 3:00am Sunday 10:00am - 12:00am Phone 813.280.2999 fax 813.374-0119 Facebook City Dog Cantina © 2015 | 1208 E Kennedy Blvd, Unit 114, Tampa, FL 33602 | 813.280.2999 | www.CityDogCantina.com",,,,restaurant
,"IRIEZULU Fresh, Healthy African & Jamaican Meals at Irie Zulu - Iriezulu","HONEST, AUTHENTIC AFRICAN & JAMAICAN FOOD A CULTURAL EXPERIENCE Named Best African/Jamaican/Caribbean by OnMilwaukee.com DINE IN Irie Zulu is a seamless fusion between African and Jamaican cuisines – a distinct marriage of cultures. Join us for a delicious meal and a cultural journey. Menus vary throughout the week: Flavors of Africa Flavors of Jamaica Weekly …",,restaurant
,,Website Description,Website Keywords,restaurant
"HOME | LuLu's LuLu's is open for BRUNCH 9 am to 3 pm, Tuesday ~ Sunday 21 N 17th St Shockoe Bottom Richmond, VA 23219 804.343.9771 LuLu’s and LuLu’s Café Clang are open for brunch Tuesday through Sunday, 9 am to 3 pm. and please click below for on-line ordering or to make a reservation: Please do not email us for information regarding a reservation. You can reserve a table on line by clicking on the OpenTable link above, or by calling the restaurant at (804) 643-4828. Contact LuLu's & LuLu's Café Clang Please let us know what we can do for you. To make a reservation, click on the OpenTable link above. Submit ©2020 by Outer Banks Press",HOME | LuLu's,,,restaurant
,,"Hunter's Hotel Wicklow, the oldest coaching inn in Ireland, is ideal for country house breaks. Enjoy dining in one of the finest restaurants in County Wicklow.","hotels wicklow, country house breaks, restaurant county wicklow",accommodation
,,Two great restaurants just eight blocks apart with totally different vibes. The Trattoria is by the beach and The Cucina is up by Lincoln Blvd. Hit them both right here!,"C&O, Trattoria, Cucina, Killer Garlic Rolls, Garlic Knots, That's Amore', Rat Pack Lounge,",restaurant
,"Calypso Cafe - Caribbean Chicken, Salads, & More - 3 Nashville Locations","Calypso Café is Nashville's #1 healthy restaurant, with casual dining, chicken, salads, catering & more. Takeout & cheap eats with 3 locations to serve you.",,restaurant
,,50th Street Caboose Restaurant in Lubbock TX – Arcade Games – Family Fun – Birthday Parties – Food and Drink Specials in Lubbock. Great Place for Office Parties.,Restaurant in Lubbock,restaurant
,,"Give your taste buds, as well as your body, what they crave with delicious and nutritious options from our healthy cuisine restaurant across Monmouth County, New Jersey.","Ocean Cafe, NJ, New Jersey, Restaurant, Food, Manalapan, Long Branch, Shrewsbury, Red Bank, Vietnamese, Salad,Long Branch NJ Restaurant,Shrewsbury NJ Restaurant,Ocean Cafe Long Branch NJ,Ocean Cafe Shrewsbury NJ,Salads,Health Food,Fresh Soup,Take Out Lunch NJ,Take Out Dinner NJ,Red Bank Lunch,Long Branch Lunch,Deli NJ",restaurant
"Sweetwater Country Cupboard Is your place to get what you want. Breakfast: Homemade 6 days a week!! Closed Tuesdays Lunch: All day!! Dinner: Monday, Wednesday, and Friday 609-567-2595 call us Today for Pick up or Delivery....",Home,,,restaurant
,"Quiznos - Akron Center, Sandwich Shop Near Me","Quiznos Sandwich restaurants in Akron serve toasted sandwiches, soups, and salads for lunch or dinner. Quiznos provides food delivery and food catering services in Akron, OH. We are still bringing Toasty to the masses as we have since 1981. We believe in making great tasting sandwiches from the highest quality ingredients, with freshly-sliced meats, cheese and vegetables.",,restaurant
The Scrambled Diner The Scrambled Diner Unofficial Website Hours: Email RSS,,,,restaurant
"Toggle navigation Order Online Mon - Sun: 7 am - 2:00 pm Artisan Bakery Mon - Sun: 7 am - 2:00 pm Our artisan bakery offers a full range of fresh-baked goods: handcrafted breads, pastries, cookies, muffins, scones, sweet croissants and macarons – all baked to perfection. Seal Beach, CA About the Crema Cafe The Crema Cafe is a European-inspired restaurant and bakery in beautiful downtown Seal Beach, California. We serve breakfast and lunch 7 days a week. We invite you to dine al fresco in our airy patio or in our cozy interior. Our patio is pet-friendly, so feel free to bring man’s best friend along too (please make sure Fido is on a leash). Friendly staff, great food, and walking distance from the beach! We hope you’ll visit us soon. Food Gallery scratch-made and topped with powdered sugar, strawberries, and blueberries Featured Press 18 March 2016 18 March 2016 18 March 2016 15 August 2016",,,,restaurant
,Bob's Steak & Chop House - The Best Cut in Town,"Since 1993 in Dallas, Texas, the name Bob’s has been synonymous with a best-in-class steakhouse experience.",,restaurant
,BabasGyros,Mediterranean and Persian Restaurant,"Arabic, Cumming, Greek food, Gyro, Italian food, Kabob, Mediterranean, Mediterranean foods, Persian food, Saffron, Vegetarian, beer, glutton free, halal meat, kabob",restaurant
"Toggle navigation Serving Since 2006 About Established in 2006, Dark Horse Restaurant is a family-oriented bar & grill in Findlay, OH. We are open for breakfast, lunch, and dinner; and we have an extensive menu featuring pasta, steak, burgers, and salad. Desserts and a full bar are also available. Drink specials & appetizers. Visit the drinks page to see the current specials! We have six large televisions to watch while you enjoy either a drink or a meal. Best Breakfast In Town It's True! We do have the Best Breakfast in Town! Complete and hearty. Contact The Dark Horse Restaurant 4136 North Main Street Ph:419-424-9201 F: 419-423-6843 Like Us Hours Monday – Saturday: Sunday: © 2020 Dark Horse Findlay",,,,restaurant
,Virginia Commonwealth University,"Ranked a top 100 research university, VCU is a place where discovery and creativity go hand in hand. Located in downtown Richmond, Virginia, its more than 200 programs emphasize hands-on learning, creativity and engaging in the world around us.",,restaurant
"Great memories! New duds! Name Finder - Wall of Fame Super Secret Projects Coming Soon! sshh... ask about area 51 Live tv Coming soon! We are inspired by our community to be part of making life full of food, friends, and fun. We care and stand behind everything we do. Ask us in person. We will prove it to you. Its the Corner Bar Promise. Who Are Events Available soon! Interested in booking an event? Fill out the below and we will be in touch! Send Thanks for submitting! Contact us 616-866-9866 31 North Main Street For Any Question, leave your details Thanks for submitting!",Home | Rockford Corner Bar,,,restaurant
jalapenosmexicanfood.com Coming soon.,,,,restaurant
"2226 Highland Ave Bimingham, AL 35205 OUR RESTAURANT Birmingham's Oldest Indian Restaurant! We welcome you to a unique experience in gourmet eating, ideally suited to your contemporary palates. We combine the exotic flavors, healthful preparations and the respect for fine ingredients, fresh meats, produce, herbs, delicate spices, homemade dairy products that have attracted food lovers in all cultures and in all times. Eating Through History Proudly created by Linked2Social",Home | Taj India,,,restaurant
,,"Old Boley Wexford, Self Catering Accommodation, Barntown, County Wexford, Ireland. - special place to relax and enjoy. The bellfry at Old Boley is the idyllic setting for all events both corporate and leisure. Relax and let us create the perfect getaway you deserve.","Failte Ireland, Self Catering Ireland, South east tourism, wexford tourism, whitford house hotel, south east self catering, self catering ireland, wexford self catering, ireland tourism, accommodation wexford, wexford accommodation, holiday homes, courtyard accommodation, luxury accommodation, wexford holiday homes, self catering, luxury holiday homes, bellfry accommodation, bellfry,",accommodation
,"Home - BeachHouse bar + grill Restaurant in Kirkland, WA",BeachHouse bar + grill restaurants in Kirkland WA offers casual waterfront dining for the whole family with Happy Hour and Sunday Brunch.,,restaurant
,,"Tres Amigos Restaurant & Cantina in Austin, TX. Call us at (512) 926-4441. Check out our location and hours, and latest menu with photos and reviews.",,restaurant
,,,"Seafood, Burgers, Micro brews, Grants Pass, Oregon",restaurant
,,"Open 7 days a week, It's Italia is here to provide you with gourmet Italian restaurant accommodations. Contact us today for reservations! 650.726.4444","HTML,CSS,XML,JavaScript",restaurant
BREAKFAST. LUNCH. DINNER. © 2020 Fat Boy All Rights Reserved. Website:,,,,restaurant
Great Deals Delivered to You! 5 miles 10 miles 15 miles 20 miles 25 miles Mr. Pita - Auburn Hills Phone Mr. Pita - Bloomfield Hills Phone Mr. Pita - Clarkston Phone Mr. Pita - Clinton Twp Phone Mr. Pita - Eastpointe Phone Mr. Pita - Farmington Hills Phone Mr. Pita - Ferndale/Pleasant Ridge Phone Mr. Pita - Grosse Pointe Woods Phone Mr. Pita - Holland Phone Mr. Pita - Livonia Phone Mr. Pita - Marysville Phone Mr. Pita - Rochester Hills/Oakland TWP Phone Mr. Pita - Southfield/Lathrup Village Phone Mr. Pita - Sterling Heights/Utica Phone Mr. Pita - Sterling Heights Phone Mr. Pita - Troy Phone Mr. Pita - Waterford Phone Mr. Pita - Wayne Phone Mr. Pita - West Bloomfield/Orchard Lake Phone 2020 Page Provided by,,,,restaurant
